order_id,order_date,warehouse,carrier,dest_province,ship_mode,category,order_value,pickup_date,pickup_days,pickup_on_time,promised_delivery_date,actual_delivery_date,on_time,days_late,accuracy_status,shipping_cost
ORD-014374,2024-10-22,Vancouver,Maple Freight,BC,Priority,Health & Personal Care,31.74,2024-10-23,1,True,2024-10-24,2024-10-23,True,0,accurate,14.67
ORD-014375,2025-04-21,Toronto,Prairie Express,ON,Standard,Electronics,175.44,2025-04-22,1,True,2025-04-27,2025-04-27,True,0,accurate,10.91
ORD-014376,2025-04-23,Montreal,CanParcel,QC,Priority,Home & Kitchen,127.91,2025-04-23,0,True,2025-04-25,2025-04-23,True,0,accurate,16.98
ORD-014377,2024-05-02,Calgary,Maple Freight,SK,Standard,Home & Kitchen,88.72,2024-05-04,2,True,2024-05-08,2024-05-06,True,0,accurate,12.92
ORD-014378,2025-05-15,Montreal,Maple Freight,ON,Standard,Home & Kitchen,97.91,2025-05-17,2,True,2025-05-21,2025-05-21,True,0,accurate,11.67
ORD-014379,2025-09-23,Montreal,Prairie Express,QC,Priority,Health & Personal Care,98.24,2025-09-25,2,True,2025-09-25,2025-09-27,False,2,accurate,18.06
ORD-014380,2025-05-19,Calgary,Maple Freight,AB,Express,Home & Kitchen,194.28,2025-05-20,1,True,2025-05-22,2025-05-20,True,0,accurate,26.33
ORD-014381,2025-05-05,Toronto,CanParcel,ON,Standard,Grocery,31.24,2025-05-06,1,True,2025-05-11,2025-05-11,True,0,accurate,9.31
ORD-014382,2025-03-31,Toronto,BudgetHaul,ON,Standard,Health & Personal Care,33.75,2025-04-03,3,False,2025-04-06,2025-04-11,False,5,accurate,9.89
ORD-014383,2024-10-31,Vancouver,Prairie Express,BC,Standard,Grocery,39.64,2024-11-03,3,False,2024-11-06,2024-11-06,True,0,accurate,8.28
ORD-014384,2024-07-12,Montreal,CanParcel,ON,Standard,Electronics,154.5,2024-07-12,0,True,2024-07-18,2024-07-16,True,0,accurate,10.92
ORD-014385,2024-08-17,Toronto,Maple Freight,ON,Express,Apparel,40.18,2024-08-20,3,False,2024-08-20,2024-08-19,True,0,accurate,24.76
ORD-014386,2025-01-25,Calgary,CanParcel,AB,Standard,Electronics,154.22,2025-01-26,1,True,2025-01-31,2025-01-29,True,0,accurate,10.91
ORD-014387,2024-10-12,Calgary,Maple Freight,MB,Standard,Home & Kitchen,57.84,2024-10-16,4,False,2024-10-18,2024-10-16,True,0,accurate,11.48
ORD-014388,2025-11-05,Toronto,Maple Freight,NB,Standard,Health & Personal Care,58.78,2025-11-06,1,True,2025-11-11,2025-11-10,True,0,damaged,13.33
ORD-014389,2025-03-21,Montreal,Maple Freight,QC,Priority,Electronics,87.74,2025-03-24,3,False,2025-03-23,2025-03-22,True,0,accurate,14.65
ORD-014390,2024-05-12,Montreal,Maple Freight,ON,Standard,Electronics,55.72,2024-05-13,1,True,2024-05-18,2024-05-17,True,0,missing item,11.64
ORD-014391,2024-09-17,Toronto,CanParcel,ON,Standard,Electronics,36.84,2024-09-18,1,True,2024-09-23,2024-09-21,True,0,accurate,9.42
ORD-014392,2024-10-11,Montreal,NorthStar Logistics,QC,Express,Apparel,106.6,2024-10-12,1,True,2024-10-14,2024-10-13,True,0,accurate,23.82
ORD-014393,2024-09-30,Toronto,NorthStar Logistics,ON,Express,Apparel,112.9,2024-10-02,2,True,2024-10-03,2024-10-01,True,0,accurate,23.99
ORD-014394,2024-06-29,Vancouver,CanParcel,BC,Standard,Home & Kitchen,36.27,2024-06-30,1,True,2024-07-05,2024-07-05,True,0,accurate,7.75
ORD-014395,2025-04-28,Calgary,NorthStar Logistics,AB,Standard,Apparel,58.11,2025-04-29,1,True,2025-05-04,2025-05-04,True,0,accurate,9.26
ORD-014396,2024-01-11,Montreal,Maple Freight,NL,Standard,Health & Personal Care,54.26,2024-01-14,3,False,2024-01-17,2024-01-27,False,10,accurate,14.12
ORD-014397,2024-03-25,Toronto,NorthStar Logistics,QC,Standard,Home & Kitchen,99.18,2024-03-26,1,True,2024-03-31,2024-03-29,True,0,accurate,11.6
ORD-014398,2024-11-02,Montreal,BudgetHaul,QC,Standard,Electronics,215.3,2024-11-04,2,True,2024-11-08,2024-11-07,True,0,accurate,10.83
ORD-014399,2025-05-06,Toronto,Prairie Express,ON,Standard,Apparel,43.63,2025-05-08,2,True,2025-05-12,2025-05-12,True,0,accurate,8.89
ORD-014400,2025-12-13,Toronto,Maple Freight,NS,Express,Electronics,143.75,2025-12-15,2,True,2025-12-16,2025-12-14,True,0,accurate,40.84
ORD-014401,2024-10-20,Montreal,Maple Freight,ON,Standard,Home & Kitchen,113.11,2024-10-21,1,True,2024-10-26,2024-10-26,True,0,accurate,12.87
ORD-014402,2024-05-23,Montreal,Maple Freight,ON,Standard,Health & Personal Care,48.45,2024-05-24,1,True,2024-05-29,2024-05-29,True,0,accurate,11.81
ORD-014403,2024-01-17,Montreal,BudgetHaul,ON,Priority,Electronics,92.8,2024-01-20,3,False,2024-01-19,2024-01-17,True,0,accurate,18.24
ORD-014404,2025-02-10,Vancouver,BudgetHaul,AB,Priority,Electronics,60.26,2025-02-13,3,False,2025-02-12,2025-02-11,True,0,accurate,19.0
ORD-014405,2025-10-19,Calgary,CanParcel,AB,Standard,Health & Personal Care,75.31,2025-10-20,1,True,2025-10-25,2025-10-30,False,5,accurate,8.79
ORD-014406,2024-01-31,Toronto,NorthStar Logistics,ON,Standard,Apparel,27.53,2024-02-02,2,True,2024-02-06,2024-02-04,True,0,accurate,8.3
ORD-014407,2025-03-19,Toronto,NorthStar Logistics,ON,Standard,Home & Kitchen,43.96,2025-03-21,2,True,2025-03-25,2025-03-25,True,0,accurate,9.15
ORD-014408,2025-08-29,Toronto,Maple Freight,SK,Standard,Grocery,49.24,2025-08-31,2,True,2025-09-04,2025-09-06,False,2,missing item,13.93
ORD-014409,2024-01-07,Vancouver,NorthStar Logistics,AB,Priority,Home & Kitchen,159.86,2024-01-08,1,True,2024-01-09,2024-01-07,True,0,accurate,21.15
ORD-014410,2025-12-26,Montreal,CanParcel,QC,Express,Health & Personal Care,77.55,2025-12-28,2,True,2025-12-29,2025-12-28,True,0,accurate,19.67
ORD-014411,2024-08-12,Toronto,NorthStar Logistics,ON,Standard,Grocery,96.05,2024-08-13,1,True,2024-08-18,2024-08-18,True,0,damaged,10.51
ORD-014412,2025-02-18,Toronto,CanParcel,ON,Priority,Electronics,150.82,2025-02-20,2,True,2025-02-20,2025-02-20,True,0,accurate,14.53
ORD-014413,2025-10-21,Toronto,Maple Freight,ON,Priority,Home & Kitchen,45.57,2025-10-23,2,True,2025-10-23,2025-10-22,True,0,accurate,16.5
ORD-014414,2024-11-24,Calgary,BudgetHaul,SK,Priority,Electronics,65.39,2024-11-27,3,False,2024-11-26,2024-11-26,True,0,accurate,18.33
ORD-014415,2025-08-06,Vancouver,Prairie Express,AB,Standard,Electronics,54.41,2025-08-07,1,True,2025-08-12,2025-08-10,True,0,accurate,12.17
ORD-014416,2025-09-25,Toronto,Maple Freight,ON,Express,Home & Kitchen,105.97,2025-10-02,7,False,2025-09-28,2025-09-27,True,0,accurate,24.23
ORD-014417,2025-10-01,Vancouver,CanParcel,BC,Express,Electronics,110.14,2025-10-02,1,True,2025-10-04,2025-10-04,True,0,accurate,21.01
ORD-014418,2024-08-23,Toronto,Maple Freight,ON,Standard,Home & Kitchen,50.54,2024-08-25,2,True,2024-08-29,2024-08-27,True,0,accurate,8.12
ORD-014419,2025-08-03,Toronto,Maple Freight,ON,Express,Home & Kitchen,20.96,2025-08-04,1,True,2025-08-06,2025-08-05,True,0,accurate,24.39
ORD-014420,2024-04-03,Montreal,CanParcel,NS,Standard,Home & Kitchen,122.75,2024-04-05,2,True,2024-04-09,2024-04-09,True,0,accurate,15.0
ORD-014421,2024-04-28,Calgary,CanParcel,AB,Express,Grocery,21.42,2024-04-30,2,True,2024-05-01,2024-04-29,True,0,accurate,23.09
ORD-014422,2025-03-20,Montreal,Maple Freight,ON,Standard,Electronics,152.6,2025-03-21,1,True,2025-03-26,2025-03-25,True,0,accurate,12.64
ORD-014423,2025-07-19,Montreal,BudgetHaul,QC,Standard,Home & Kitchen,71.97,2025-07-23,4,False,2025-07-25,2025-07-23,True,0,accurate,8.32
ORD-014424,2024-10-31,Calgary,NorthStar Logistics,MB,Standard,Grocery,42.75,2024-11-01,1,True,2024-11-06,2024-11-04,True,0,accurate,10.9
ORD-014425,2024-10-11,Vancouver,BudgetHaul,BC,Priority,Electronics,70.8,2024-10-14,3,False,2024-10-13,2024-10-17,False,4,damaged,15.71
ORD-014426,2025-11-26,Montreal,NorthStar Logistics,ON,Express,Home & Kitchen,41.6,2025-11-27,1,True,2025-11-29,2025-11-29,True,0,accurate,24.7
ORD-014427,2025-12-16,Montreal,CanParcel,QC,Standard,Apparel,62.97,2025-12-17,1,True,2025-12-22,2025-12-22,True,0,accurate,8.25
ORD-014428,2025-05-22,Montreal,CanParcel,NB,Standard,Electronics,107.82,2025-05-23,1,True,2025-05-28,2025-05-26,True,0,accurate,15.27
ORD-014429,2025-07-03,Toronto,CanParcel,ON,Express,Electronics,123.21,2025-07-03,0,True,2025-07-06,2025-07-06,True,0,accurate,25.24
ORD-014430,2024-12-18,Montreal,CanParcel,QC,Standard,Electronics,97.44,2024-12-21,3,False,2024-12-24,2024-12-23,True,0,accurate,9.54
ORD-014431,2024-11-22,Montreal,CanParcel,ON,Priority,Electronics,134.77,2024-11-23,1,True,2024-11-24,2024-11-22,True,0,accurate,21.09
ORD-014432,2025-12-21,Toronto,Prairie Express,MB,Express,Apparel,80.22,2025-12-23,2,True,2025-12-24,2025-12-23,True,0,accurate,34.49
ORD-014433,2024-03-06,Calgary,CanParcel,MB,Standard,Apparel,71.78,2024-03-07,1,True,2024-03-12,2024-03-12,True,0,accurate,11.58
ORD-014434,2024-03-02,Vancouver,CanParcel,BC,Priority,Apparel,71.93,2024-03-04,2,True,2024-03-04,2024-03-04,True,0,accurate,16.59
ORD-014435,2024-05-17,Montreal,CanParcel,ON,Priority,Apparel,40.57,2024-05-20,3,False,2024-05-19,2024-05-19,True,0,accurate,16.97
ORD-014436,2024-12-16,Calgary,NorthStar Logistics,AB,Express,Electronics,137.57,2024-12-17,1,True,2024-12-19,2024-12-17,True,0,accurate,25.05
ORD-014437,2024-04-29,Vancouver,NorthStar Logistics,BC,Express,Electronics,264.27,2024-04-30,1,True,2024-05-02,2024-05-02,True,0,accurate,25.82
ORD-014438,2024-09-13,Toronto,NorthStar Logistics,QC,Standard,Home & Kitchen,180.41,2024-09-14,1,True,2024-09-19,2024-09-18,True,0,accurate,11.92
ORD-014439,2024-04-10,Montreal,Maple Freight,QC,Standard,Health & Personal Care,64.37,2024-04-11,1,True,2024-04-16,2024-04-16,True,0,accurate,8.24
ORD-014440,2025-04-07,Toronto,NorthStar Logistics,ON,Standard,Grocery,21.55,2025-04-08,1,True,2025-04-13,2025-04-13,True,0,accurate,9.89
ORD-014441,2024-12-13,Toronto,CanParcel,ON,Standard,Health & Personal Care,45.25,2024-12-13,0,True,2024-12-19,2024-12-19,True,0,accurate,9.55
ORD-014442,2024-11-29,Vancouver,CanParcel,BC,Priority,Electronics,116.96,2024-11-30,1,True,2024-12-01,2024-12-01,True,0,accurate,15.87
ORD-014443,2024-09-27,Toronto,CanParcel,ON,Standard,Home & Kitchen,132.2,2024-09-30,3,False,2024-10-03,2024-10-02,True,0,accurate,9.62
ORD-014444,2025-10-10,Calgary,Maple Freight,AB,Standard,Home & Kitchen,96.22,2025-10-14,4,False,2025-10-16,2025-10-16,True,0,accurate,8.25
ORD-014445,2025-01-21,Toronto,NorthStar Logistics,ON,Express,Electronics,114.5,2025-01-22,1,True,2025-01-24,2025-01-24,True,0,accurate,23.9
ORD-014446,2024-05-01,Toronto,Prairie Express,SK,Standard,Apparel,99.74,2024-05-03,2,True,2024-05-07,2024-05-05,True,0,accurate,15.76
ORD-014447,2024-04-07,Toronto,NorthStar Logistics,ON,Standard,Home & Kitchen,104.54,2024-04-09,2,True,2024-04-13,2024-04-13,True,0,accurate,9.53
ORD-014448,2024-04-20,Toronto,NorthStar Logistics,ON,Priority,Grocery,41.48,2024-04-21,1,True,2024-04-22,2024-04-22,True,0,accurate,13.39
ORD-014449,2024-09-18,Vancouver,NorthStar Logistics,BC,Standard,Electronics,108.65,2024-09-19,1,True,2024-09-24,2024-09-22,True,0,accurate,9.95
ORD-014450,2025-04-10,Vancouver,CanParcel,AB,Express,Electronics,294.21,2025-04-10,0,True,2025-04-13,2025-04-12,True,0,accurate,25.55
ORD-014451,2025-11-26,Toronto,NorthStar Logistics,ON,Express,Home & Kitchen,109.65,2025-12-02,6,False,2025-11-29,2025-11-29,True,0,accurate,25.4
ORD-014452,2025-12-21,Toronto,NorthStar Logistics,ON,Standard,Electronics,107.67,2025-12-22,1,True,2025-12-27,2025-12-26,True,0,accurate,9.85
ORD-014453,2025-04-17,Toronto,NorthStar Logistics,ON,Standard,Electronics,140.64,2025-04-19,2,True,2025-04-23,2025-04-22,True,0,accurate,10.03
ORD-014454,2025-07-10,Vancouver,Maple Freight,BC,Express,Health & Personal Care,43.5,2025-07-11,1,True,2025-07-13,2025-07-11,True,0,accurate,19.47
ORD-014455,2025-08-16,Toronto,CanParcel,ON,Express,Home & Kitchen,137.25,2025-08-16,0,True,2025-08-19,2025-08-19,True,0,accurate,25.75
ORD-014456,2024-10-19,Toronto,CanParcel,ON,Standard,Home & Kitchen,102.8,2024-10-20,1,True,2024-10-25,2024-10-24,True,0,accurate,10.18
ORD-014457,2024-08-31,Montreal,Prairie Express,NL,Standard,Apparel,51.87,2024-09-01,1,True,2024-09-06,2024-09-04,True,0,accurate,16.93
ORD-014458,2024-07-30,Toronto,Prairie Express,QC,Standard,Home & Kitchen,74.62,2024-08-01,2,True,2024-08-05,2024-08-05,True,0,accurate,10.39
ORD-014459,2024-12-12,Toronto,NorthStar Logistics,ON,Standard,Apparel,70.86,2024-12-15,3,False,2024-12-18,2024-12-16,True,0,accurate,10.24
ORD-014460,2024-05-24,Vancouver,Maple Freight,BC,Express,Health & Personal Care,61.63,2024-05-26,2,True,2024-05-27,2024-05-27,True,0,accurate,21.12
ORD-014461,2024-08-09,Toronto,Maple Freight,ON,Standard,Electronics,100.47,2024-08-11,2,True,2024-08-15,2024-08-15,True,0,accurate,8.25
ORD-014462,2024-03-08,Toronto,NorthStar Logistics,ON,Express,Apparel,44.79,2024-03-09,1,True,2024-03-11,2024-03-10,True,0,accurate,20.0
ORD-014463,2024-02-08,Vancouver,Prairie Express,BC,Standard,Electronics,103.57,2024-02-10,2,True,2024-02-14,2024-02-14,True,0,accurate,10.67
ORD-014464,2025-01-22,Toronto,BudgetHaul,ON,Standard,Home & Kitchen,139.59,2025-01-24,2,True,2025-01-28,2025-01-26,True,0,accurate,8.92
ORD-014465,2024-06-16,Montreal,NorthStar Logistics,QC,Express,Home & Kitchen,66.86,2024-06-17,1,True,2024-06-19,2024-06-19,True,0,accurate,19.74
ORD-014466,2025-03-29,Calgary,Prairie Express,AB,Express,Apparel,76.22,2025-04-01,3,False,2025-04-01,2025-03-31,True,0,accurate,21.83
ORD-014467,2025-12-31,Calgary,NorthStar Logistics,AB,Express,Electronics,255.97,2026-01-05,5,False,2026-01-03,2026-01-03,True,0,accurate,22.28
ORD-014468,2025-01-12,Calgary,BudgetHaul,SK,Standard,Apparel,99.06,2025-01-15,3,False,2025-01-18,2025-01-24,False,6,accurate,11.7
ORD-014469,2024-10-25,Toronto,BudgetHaul,ON,Standard,Grocery,25.56,2024-10-28,3,False,2024-10-31,2024-10-29,True,0,accurate,7.86
ORD-014470,2025-08-20,Montreal,NorthStar Logistics,QC,Priority,Apparel,26.23,2025-08-21,1,True,2025-08-22,2025-08-22,True,0,accurate,15.06
ORD-014471,2025-09-19,Calgary,NorthStar Logistics,AB,Express,Apparel,64.28,2025-09-21,2,True,2025-09-22,2025-09-21,True,0,accurate,20.73
ORD-014472,2025-02-26,Toronto,NorthStar Logistics,QC,Standard,Home & Kitchen,74.73,2025-02-27,1,True,2025-03-04,2025-03-09,False,5,accurate,11.15
ORD-014473,2024-11-07,Toronto,CanParcel,ON,Express,Health & Personal Care,63.75,2024-11-08,1,True,2024-11-10,2024-11-10,True,0,accurate,23.71
ORD-014474,2025-04-07,Toronto,BudgetHaul,ON,Express,Health & Personal Care,24.47,2025-04-10,3,False,2025-04-10,2025-04-10,True,0,damaged,20.92
ORD-014475,2024-05-24,Montreal,CanParcel,ON,Standard,Health & Personal Care,75.29,2024-05-25,1,True,2024-05-30,2024-05-30,True,0,accurate,11.52
ORD-014476,2024-08-10,Toronto,BudgetHaul,ON,Express,Health & Personal Care,50.06,2024-08-13,3,False,2024-08-13,2024-08-11,True,0,accurate,23.13
ORD-014477,2024-08-06,Toronto,Prairie Express,NS,Express,Electronics,195.93,2024-08-07,1,True,2024-08-09,2024-08-07,True,0,accurate,43.18
ORD-014478,2025-10-18,Vancouver,NorthStar Logistics,BC,Priority,Grocery,57.09,2025-10-19,1,True,2025-10-20,2025-10-18,True,0,accurate,17.09
ORD-014479,2025-02-15,Toronto,Maple Freight,ON,Standard,Electronics,91.45,2025-02-16,1,True,2025-02-21,2025-02-19,True,0,accurate,9.6
ORD-014480,2024-07-23,Calgary,Prairie Express,AB,Express,Apparel,54.12,2024-07-24,1,True,2024-07-26,2024-07-25,True,0,accurate,22.0
ORD-014481,2025-02-09,Montreal,NorthStar Logistics,QC,Express,Home & Kitchen,96.12,2025-02-10,1,True,2025-02-12,2025-02-12,True,0,accurate,24.6
ORD-014482,2024-12-09,Calgary,Prairie Express,AB,Standard,Home & Kitchen,153.36,2024-12-13,4,False,2024-12-15,2024-12-15,True,0,accurate,8.9
ORD-014483,2025-12-25,Toronto,CanParcel,ON,Standard,Health & Personal Care,28.26,2025-12-26,1,True,2025-12-31,2025-12-29,True,0,accurate,8.97
ORD-014484,2024-06-29,Vancouver,Prairie Express,BC,Standard,Home & Kitchen,49.39,2024-07-02,3,False,2024-07-05,2024-07-05,True,0,accurate,8.27
ORD-014485,2025-01-31,Montreal,BudgetHaul,NB,Standard,Apparel,159.59,2025-02-03,3,False,2025-02-06,2025-02-06,True,0,accurate,17.03
ORD-014486,2024-01-28,Calgary,Prairie Express,AB,Standard,Electronics,114.33,2024-01-29,1,True,2024-02-03,2024-02-03,True,0,accurate,9.5
ORD-014487,2025-06-19,Toronto,NorthStar Logistics,ON,Express,Electronics,300.95,2025-06-20,1,True,2025-06-22,2025-06-20,True,0,accurate,25.28
ORD-014488,2025-05-15,Calgary,Prairie Express,MB,Priority,Electronics,217.14,2025-05-17,2,True,2025-05-17,2025-05-15,True,0,accurate,23.5
ORD-014489,2025-07-05,Toronto,NorthStar Logistics,ON,Standard,Electronics,92.7,2025-07-08,3,False,2025-07-11,2025-07-09,True,0,accurate,9.06
ORD-014490,2025-11-05,Montreal,Prairie Express,QC,Standard,Apparel,43.28,2025-11-06,1,True,2025-11-11,2025-11-10,True,0,accurate,8.48
ORD-014491,2025-11-23,Montreal,Maple Freight,ON,Standard,Home & Kitchen,65.09,2025-11-25,2,True,2025-11-29,2025-11-27,True,0,accurate,11.75
ORD-014492,2025-05-11,Toronto,NorthStar Logistics,NL,Standard,Electronics,218.91,2025-05-12,1,True,2025-05-17,2025-05-16,True,0,accurate,16.29
ORD-014493,2024-01-02,Montreal,CanParcel,ON,Express,Apparel,110.78,2024-01-03,1,True,2024-01-05,2024-01-05,True,0,accurate,27.45
ORD-014494,2024-11-20,Vancouver,NorthStar Logistics,BC,Priority,Electronics,178.23,2024-11-21,1,True,2024-11-22,2024-11-21,True,0,accurate,15.76
ORD-014495,2024-07-19,Calgary,CanParcel,AB,Standard,Electronics,130.92,2024-07-20,1,True,2024-07-25,2024-07-23,True,0,accurate,9.91
ORD-014496,2025-12-08,Toronto,Maple Freight,ON,Standard,Home & Kitchen,46.54,2025-12-13,5,False,2025-12-14,2025-12-12,True,0,accurate,7.87
ORD-014497,2025-03-26,Toronto,BudgetHaul,QC,Express,Electronics,191.23,2025-03-29,3,False,2025-03-29,2025-03-28,True,0,accurate,28.22
ORD-014498,2024-03-11,Montreal,NorthStar Logistics,QC,Standard,Home & Kitchen,72.28,2024-03-13,2,True,2024-03-17,2024-03-16,True,0,accurate,9.98
ORD-014499,2024-07-14,Vancouver,Prairie Express,BC,Standard,Electronics,378.95,2024-07-15,1,True,2024-07-20,2024-07-19,True,0,accurate,11.54
ORD-014500,2025-05-02,Montreal,Maple Freight,ON,Standard,Home & Kitchen,63.67,2025-05-03,1,True,2025-05-08,2025-05-13,False,5,accurate,12.48
ORD-014501,2025-01-31,Toronto,CanParcel,ON,Express,Grocery,41.7,2025-02-01,1,True,2025-02-03,2025-02-02,True,0,accurate,20.96
ORD-014502,2024-08-15,Toronto,NorthStar Logistics,ON,Standard,Health & Personal Care,79.83,2024-08-17,2,True,2024-08-21,2024-08-19,True,0,accurate,10.56
ORD-014503,2025-08-21,Toronto,NorthStar Logistics,ON,Express,Home & Kitchen,202.39,2025-08-23,2,True,2025-08-24,2025-08-24,True,0,accurate,21.15
ORD-014504,2025-07-12,Toronto,Prairie Express,ON,Express,Apparel,158.95,2025-07-13,1,True,2025-07-15,2025-07-14,True,0,accurate,20.73
ORD-014505,2025-09-10,Toronto,CanParcel,ON,Standard,Health & Personal Care,141.24,2025-09-11,1,True,2025-09-16,2025-09-15,True,0,accurate,8.89
ORD-014506,2025-07-08,Vancouver,Maple Freight,BC,Standard,Apparel,33.96,2025-07-10,2,True,2025-07-14,2025-07-13,True,0,accurate,7.66
ORD-014507,2025-05-28,Toronto,NorthStar Logistics,ON,Standard,Grocery,52.88,2025-05-29,1,True,2025-06-03,2025-06-02,True,0,accurate,8.48
ORD-014508,2024-09-03,Toronto,CanParcel,ON,Standard,Home & Kitchen,47.18,2024-09-05,2,True,2024-09-09,2024-09-09,True,0,accurate,8.58
ORD-014509,2025-02-15,Calgary,NorthStar Logistics,AB,Priority,Home & Kitchen,114.54,2025-02-16,1,True,2025-02-17,2025-02-15,True,0,accurate,16.05
ORD-014510,2025-10-05,Toronto,NorthStar Logistics,ON,Standard,Health & Personal Care,50.25,2025-10-07,2,True,2025-10-11,2025-10-11,True,0,accurate,8.9
ORD-014511,2025-12-17,Calgary,NorthStar Logistics,SK,Standard,Grocery,55.02,2025-12-18,1,True,2025-12-23,2025-12-25,False,2,accurate,12.23
ORD-014512,2025-10-10,Toronto,BudgetHaul,ON,Priority,Apparel,49.77,2025-10-15,5,False,2025-10-12,2025-10-10,True,0,accurate,16.77
ORD-014513,2024-08-16,Toronto,NorthStar Logistics,PE,Standard,Electronics,219.41,2024-08-17,1,True,2024-08-22,2024-08-21,True,0,accurate,17.1
ORD-014514,2024-01-20,Montreal,Maple Freight,QC,Standard,Health & Personal Care,104.86,2024-01-21,1,True,2024-01-26,2024-01-26,True,0,accurate,9.97
ORD-014515,2025-02-21,Vancouver,NorthStar Logistics,BC,Standard,Grocery,68.63,2025-02-23,2,True,2025-02-27,2025-02-25,True,0,accurate,8.8
ORD-014516,2025-03-29,Toronto,Prairie Express,ON,Standard,Apparel,54.82,2025-03-31,2,True,2025-04-04,2025-04-04,True,0,accurate,8.15
ORD-014517,2024-08-27,Montreal,BudgetHaul,ON,Standard,Apparel,75.83,2024-08-30,3,False,2024-09-02,2024-09-01,True,0,accurate,12.71
ORD-014518,2025-07-05,Calgary,Maple Freight,MB,Standard,Apparel,41.63,2025-07-06,1,True,2025-07-11,2025-07-11,True,0,accurate,10.73
ORD-014519,2024-10-27,Toronto,NorthStar Logistics,ON,Express,Electronics,136.05,2024-10-28,1,True,2024-10-30,2024-10-28,True,0,accurate,24.41
ORD-014520,2025-11-19,Vancouver,CanParcel,BC,Standard,Electronics,113.24,2025-11-20,1,True,2025-11-25,2025-11-25,True,0,accurate,8.6
ORD-014521,2024-06-28,Toronto,NorthStar Logistics,MB,Standard,Health & Personal Care,30.77,2024-06-29,1,True,2024-07-04,2024-07-04,True,0,accurate,12.63
ORD-014522,2024-12-09,Toronto,Maple Freight,ON,Standard,Home & Kitchen,70.06,2024-12-10,1,True,2024-12-15,2024-12-13,True,0,accurate,8.48
ORD-014523,2025-02-17,Toronto,Maple Freight,ON,Standard,Grocery,40.01,2025-02-18,1,True,2025-02-23,2025-02-23,True,0,accurate,8.58
ORD-014524,2024-05-06,Montreal,Prairie Express,QC,Standard,Home & Kitchen,133.84,2024-05-07,1,True,2024-05-12,2024-05-11,True,0,accurate,9.15
ORD-014525,2024-12-01,Montreal,Maple Freight,QC,Standard,Health & Personal Care,60.28,2024-12-02,1,True,2024-12-07,2024-12-08,False,1,accurate,8.4
ORD-014526,2025-11-23,Montreal,CanParcel,NB,Priority,Health & Personal Care,53.82,2025-11-25,2,True,2025-11-25,2025-11-23,True,0,accurate,30.57
ORD-014527,2024-10-24,Montreal,Prairie Express,QC,Standard,Grocery,42.66,2024-10-26,2,True,2024-10-30,2024-10-30,True,0,accurate,9.43
ORD-014528,2024-08-28,Calgary,NorthStar Logistics,MB,Express,Electronics,68.18,2024-08-30,2,True,2024-08-31,2024-08-31,True,0,accurate,23.66
ORD-014529,2024-12-15,Toronto,Prairie Express,ON,Standard,Home & Kitchen,33.52,2024-12-16,1,True,2024-12-21,2024-12-20,True,0,accurate,8.62
ORD-014530,2025-02-20,Vancouver,CanParcel,BC,Standard,Grocery,33.86,2025-02-21,1,True,2025-02-26,2025-03-04,False,6,accurate,8.73
ORD-014531,2025-12-11,Montreal,CanParcel,QC,Standard,Grocery,43.52,2025-12-13,2,True,2025-12-17,2025-12-15,True,0,accurate,9.05
ORD-014532,2024-10-25,Montreal,Prairie Express,NS,Standard,Apparel,108.95,2024-10-27,2,True,2024-10-31,2024-11-01,False,1,accurate,17.65
ORD-014533,2024-11-29,Montreal,BudgetHaul,QC,Priority,Health & Personal Care,65.11,2024-12-01,2,True,2024-12-01,2024-11-29,True,0,accurate,14.52
ORD-014534,2025-12-17,Vancouver,Prairie Express,BC,Express,Apparel,66.98,2025-12-18,1,True,2025-12-20,2025-12-20,True,0,accurate,22.64
ORD-014535,2024-03-18,Calgary,Prairie Express,SK,Standard,Electronics,115.98,2024-03-22,4,False,2024-03-24,2024-03-23,True,0,accurate,10.48
ORD-014536,2025-11-06,Montreal,Prairie Express,NS,Standard,Home & Kitchen,224.49,2025-11-07,1,True,2025-11-12,2025-11-11,True,0,accurate,16.66
ORD-014537,2025-09-11,Vancouver,NorthStar Logistics,BC,Express,Home & Kitchen,77.73,2025-09-12,1,True,2025-09-14,2025-09-14,True,0,accurate,19.14
ORD-014538,2025-11-05,Montreal,Prairie Express,QC,Standard,Home & Kitchen,100.01,2025-11-06,1,True,2025-11-11,2025-11-09,True,0,accurate,9.57
ORD-014539,2025-12-06,Toronto,NorthStar Logistics,NL,Standard,Home & Kitchen,49.69,2025-12-07,1,True,2025-12-12,2025-12-12,True,0,accurate,14.05
ORD-014540,2024-12-01,Toronto,NorthStar Logistics,NS,Standard,Apparel,68.08,2024-12-03,2,True,2024-12-07,2024-12-06,True,0,accurate,15.6
ORD-014541,2024-06-18,Montreal,NorthStar Logistics,QC,Standard,Electronics,191.03,2024-06-19,1,True,2024-06-24,2024-06-22,True,0,accurate,9.7
ORD-014542,2025-01-21,Vancouver,NorthStar Logistics,BC,Priority,Apparel,95.47,2025-01-22,1,True,2025-01-23,2025-01-23,True,0,accurate,17.57
ORD-014543,2025-01-12,Toronto,Prairie Express,ON,Standard,Grocery,61.14,2025-01-13,1,True,2025-01-18,2025-01-16,True,0,accurate,8.31
ORD-014544,2024-04-12,Montreal,Maple Freight,QC,Express,Apparel,50.61,2024-04-14,2,True,2024-04-15,2024-04-13,True,0,accurate,18.87
